id,access,wait,ivt,egress
94,-0.049293641,-0.087905923,0.395595712,0.282655996
95,-0.125702048,-0.178733174,1.220000792,-0.600414404
96,0.012826304,0.070670193,0.038084266,0.199739415
97,-0.736448874,-0.000480136,0.090047175,-0.012816896
98,-0.379159007,-0.321319454,0.115286391,0.199211542
99,-0.02066946,-0.088919799,1.278407193,-0.119495806
100,0.2385032,-0.409393859,0.329912165,0.051812195
101,0.521518152,0.483559788,0.017980411,-0.395352865
102,-0.218990374,-0.662659577,0.502074436,-0.351079195
103,0.158154459,-0.183563199,0.137265756,-0.170520968
104,-0.095245233,0.220915148,0.381679344,-0.063962068
105,-0.186492728,-0.16691074,-0.733957635,-0.196446385
106,-0.166015797,0.275421317,0.33218084,-0.207302284
107,0.715326962,0.487226641,-0.012355189,-0.409991366
108,-0.269695314,0.397918836,0.081297818,0.091653349
109,0.227675651,0.154866691,0.057553014,-0.164073472
110,0.475444181,0.454511396,0.007903967,-0.344964615
111,0.726878641,0.505214021,-0.007021095,-0.481178622
112,0.136846392,-0.1748192,0.159786358,-0.147631443
113,0.470432505,0.00988554,-0.202881094,0.190052578
114,-0.335855615,-0.80265786,0.260422136,-0.107517857
115,-0.235434353,-0.155177342,-0.719562358,-0.293723563
116,0.269968325,-0.35402005,0.149236447,0.020012637
117,-0.069966444,-0.173474764,0.041798634,-0.066113116
118,0.092736115,0.320496627,0.227500824,-0.272673438
119,0.142368435,0.301565526,-0.00360727,-0.095856818
120,-0.080564262,-0.155994702,-0.730942083,-0.16149177
121,0.393422544,0.021414121,-0.237274744,0.148560756
122,0.199607955,-0.261192049,-0.109293298,0.053541887
123,0.053455124,0.004010226,0.004228595,0.004944238
124,-0.242823928,0.306050088,0.224971635,-0.190527195
125,-0.193245993,-0.067195694,-0.543046784,-0.175007615
126,-0.19843811,-0.201068136,0.288095429,-0.087338761
127,0.112449272,-0.323773664,0.208824963,-0.189087589
128,0.495623124,0.447809572,0.021364622,-0.340709923
129,-0.020053734,0.245860173,0.940555224,0.243448346
130,0.060377299,-0.136856004,0.458410815,-0.257308876
131,-0.130749521,0.021905827,0.127028185,-0.095867173
132,0.535626279,0.467554607,0.029872868,-0.40590225
133,0.311778809,0.071868188,-0.038952172,-0.059444455
134,-0.143977752,-0.223211989,0.202067282,-0.195896293
135,0.060822357,-0.130440613,0.450803042,-0.245686124
136,-0.107386931,0.01561354,0.097812664,-0.068642982
137,0.065472814,-0.107754775,0.516722151,-0.240212576
138,-0.140597094,-0.215290253,0.796926509,0.220459974
139,0.477008322,0.04229717,-0.236389431,0.207049447
140,-0.177822367,0.378995929,-0.546983752,0.762829744
141,-0.128209745,0.301850337,0.450553768,-0.155937243
142,0.339049696,-0.039940574,0.288938823,0.401469511
143,0.155968027,-0.173274278,0.181110341,-0.150033062
144,-0.127751793,-0.740184395,0.330600728,-0.040707186
145,0.131964909,0.465848492,-0.318385006,0.140009626
146,0.085928769,-0.504739537,0.823744888,0.259123009
147,-0.099751757,0.231825904,0.398754788,-0.062545989
148,-0.110419488,-0.275566259,-0.790777726,-0.221065583
149,0.160124194,0.323934975,-0.007763563,-0.090836496
150,0.060004232,-0.330218746,0.464252854,0.006583953
151,-0.197613395,0.40294474,0.638593507,-0.138501823
152,-0.095623585,0.194237557,0.329637855,-0.0500855
153,0.062591507,-0.530323908,0.300835151,-0.195953878
154,-0.118642498,0.029599124,0.13925756,-0.080878211
155,-0.030279882,-0.058939961,0.341806424,0.242950544
156,0.106167105,-0.323602445,0.243487242,-0.209004557
157,0.337847004,-0.285886012,0.322606767,-0.021507258
158,0.716319923,0.483297023,-0.031575458,-0.422085412
159,0.416980644,0.067082106,1.110090497,-0.175546377
160,-0.112548735,0.266232633,0.452254391,-0.076496342
161,0.189136468,0.175569959,-0.202274377,0.125705953
162,-0.17145429,0.302102424,0.337005961,-0.196962561
163,-0.108537415,-0.164976509,-0.693155165,-0.152194084
164,-0.20088117,-0.193655034,-0.724638414,-0.190821596
165,-0.132294177,-0.1712429,0.25163846,-0.434104455
166,-0.059339958,-0.119424985,0.212381337,-0.372046584
167,0.391768925,-0.076766901,0.028943678,0.556451634
168,-0.060851509,-0.32205671,0.914392582,-0.195494707
169,0.119784801,-0.070904716,0.571048991,-0.31388835
170,0.057633839,-0.184868639,0.454921941,-0.275728515
171,0.214678847,-0.307262483,0.144459759,-0.111415571
172,-0.0237506,0.007093484,0.811175258,0.325026673
173,0.319555396,0.18684046,-0.131804804,-0.117170561
174,-0.117496588,-0.218558084,0.190068144,0.153233276
175,-0.03823119,-0.078774244,0.286324527,0.227349062
176,-0.201824585,-0.627141991,0.608621057,-0.377004249
177,-0.204075084,-0.166945474,-0.6312522,-0.252066511
178,0.466937851,0.417748973,0.011149318,-0.294981318
179,-0.188392734,-0.3428401,-0.596873387,-0.196774709
180,-0.152060902,-0.145933188,-0.518986495,-0.175017569
181,0.104808662,-0.076742306,0.62648515,-0.163820452
182,0.125210774,-0.342940673,0.196597522,-0.175933219
183,0.743460043,0.505697081,-0.016973453,-0.510585868
184,-0.145735064,-0.164399385,0.119711703,0.103150088
185,-0.139289165,-0.220060629,-0.397931091,-0.178188745
186,0.196753729,-0.055749698,0.092303647,-0.368987854
187,-0.152638959,-0.234843806,0.750716641,0.225571847
188,0.551746687,-0.191923336,0.257145304,0.003668987
189,-0.178138553,-0.136553185,-0.732920795,-0.193569406
190,-0.183649708,-0.189928452,1.231064118,-0.571632112
191,-0.109193815,-0.167368675,-0.722810457,-0.150613803
192,0.24909738,0.108379644,0.006992104,-0.084358573
193,0.454524783,0.432563247,0.007604382,-0.287717425
194,-0.217760172,-0.249395134,-0.611835322,-0.25337255
195,-0.140454076,0.243657811,0.109179413,-0.046434274
196,-0.088865759,-0.197744267,0.874781738,-0.31069831
197,-0.179310819,-0.360232494,-0.533049897,-0.185386208
198,0.036705368,-0.100921291,0.7979474,0.168368373
199,-0.287400415,-0.160497323,-0.809081009,-0.241903518
200,-0.21787313,-0.193666379,-0.695261955,-0.190756793
201,-0.066865767,-0.132222687,0.298301275,-0.184624322
202,0.004912705,-0.089076385,-0.117104699,-0.195115536
203,0.0697209,-0.195231238,-0.542010278,-0.06351176
204,0.113312998,-0.057321203,0.054715333,-0.26166449
205,-0.244611651,-0.045638116,-0.22213607,-0.069513835
206,0.259887457,-0.26124067,0.166973677,-0.13126998
207,-0.2135396,0.281864311,0.172819794,0.179999315
208,-0.27634366,-0.133215601,-0.723716695,-0.227898007
209,0.201119934,-0.274878238,0.134899642,-0.125751377
210,-0.168700532,-0.20326459,-0.659677477,-0.183980533
211,-0.216142356,0.265715512,0.169160842,0.175886154
212,0.263690937,-0.492047516,0.35484179,-0.055656177
213,-0.141476809,0.431555861,0.040918029,0.039549828
214,-0.221975996,0.287214992,0.14722382,0.14822772
215,0.001567309,0.003323423,0.291402898,-0.290317254
216,0.004683189,0.018046067,0.272405426,-0.32019035
217,0.258829755,0.092023088,-0.22592696,0.226856138
218,0.195480109,-0.288910107,0.13911068,-0.139910467
219,0.152841364,-0.001301171,0.143284828,0.048534602
220,-0.130907121,0.02000163,0.133639286,-0.092918627
221,-0.071418152,-0.204415317,-0.57006948,-0.080207769
222,0.108146172,0.358143245,-0.026688277,-0.089637429
223,-0.217501019,-0.139848019,-0.664432584,-0.237857252
224,0.211825709,-0.273167438,-0.106777112,0.027783545
225,-0.21361149,-0.222545271,0.245677882,-0.200921047
226,0.251247358,-0.267552804,0.14082198,-0.112176759
227,-0.175424936,-0.225547858,0.215148478,-0.183141558
228,-0.066548698,-0.156752672,-0.166742573,0.094074821
229,-0.176184656,-0.185199893,0.272589191,-0.448695149
230,-0.104850389,-0.340040544,0.970976169,-0.959167295
231,0.149926073,0.342255444,-0.007383382,-0.09374321
232,-0.180440586,-0.218512853,0.273963406,-0.437620519
233,0.370066246,-0.486212136,-0.214965899,-0.308611235
234,0.275357159,-0.265700482,0.168190289,-0.119313429
235,0.250824125,0.526521232,-0.051544701,-0.105636451
236,0.367081351,-0.108128151,0.099816724,-0.245726626
237,-0.214520128,-0.197473266,0.274282959,-0.429444145
238,0.238752756,-0.281462135,0.144407873,-0.124578398
239,-0.121761031,0.017920271,0.127476891,-0.085729949
240,0.14568396,0.310462053,-0.004652434,-0.083632884
241,0.14394442,0.305876478,0.007500905,-0.098641871
242,-0.217241752,0.262776207,0.176487989,0.191156356
243,-0.221757394,0.248258861,0.160637832,0.174768303
244,-0.110883277,-0.441069332,0.846670609,-0.974821118
245,0.156410038,0.328073095,-0.007444578,-0.120474163
246,0.065844955,-0.355375082,0.535209018,-0.662149366
247,-0.224355246,0.258736456,0.169775539,0.161598639
248,0.12430091,0.00796634,0.026728276,0.32638496
249,0.165699011,-0.454848358,0.020348876,-0.119875392
250,-0.096594215,-0.357199984,1.133681328,-1.018570872
251,0.463450161,0.592364225,-0.058468039,-0.128674162
252,0.24383872,-0.425763174,0.334573876,0.020012334
253,-0.334555258,-0.765444154,0.230037414,-0.096179013
254,0.016627521,-0.078956431,-0.136319836,-0.178288085
255,-0.127901313,0.014460653,0.105088546,-0.08969274
256,-0.112494578,0.292703567,0.446739332,-0.126069234
257,0.031912023,0.222265185,0.190735222,0.12066638
258,0.333601069,-0.016137293,0.377011827,0.3408169
259,-0.091416353,0.13862888,0.689261105,0.112359035
260,0.17936717,0.073952833,-0.035511923,-0.236415463
261,0.150398745,0.328513242,0.001017018,-0.111698391
262,0.366855891,0.079814666,-0.042186139,-0.080412058
263,0.325878952,0.06164082,0.643190959,-0.062525647
264,-0.151319238,-0.179630649,1.274170014,-0.822269145
265,-0.253412403,-0.133019649,-0.681980864,-0.218628843
266,-0.102607598,-0.117286634,-0.61578664,-0.161938182
267,0.523736233,0.478962566,0.018846916,-0.375056525
268,0.196514435,-0.284930483,0.141732312,-0.168280425
269,0.72635053,0.538867206,-0.01871357,-0.504569983
270,-0.220932205,0.272922859,0.170046109,0.200322141
271,-0.030883935,-0.056907549,0.446670947,0.342958052
272,-0.211976823,0.283325154,0.188160912,0.217254789
273,0.395536338,-0.087449221,0.037531414,-0.291175636
274,-0.094470143,-0.123801099,-0.678319632,-0.152541658
275,0.375748499,-0.470276893,-0.185409674,-0.262881993
276,-0.110039345,-0.088173635,-0.541044281,-0.152335375
277,-0.132773785,-0.084435418,-0.465243326,-0.125400447
278,-0.217668208,-0.022440762,-0.606207787,-0.148862358
279,0.150892696,-0.140374689,0.176935704,-0.145707705
280,0.795203784,0.198993679,-0.164114767,-0.077751625
281,-0.170535432,0.37047134,-0.515436794,0.744551675
282,-0.080783886,0.189187596,0.35772986,-0.069786935
283,0.138214125,-0.102672328,0.794714823,-0.204995388
284,-0.114722099,-0.139996169,-0.691909207,-0.14151034
285,0.415026584,-0.037400673,0.017210115,-0.254286197
286,0.147879007,0.299258328,-0.006375747,-0.085474549
287,0.21687663,-0.058962364,0.110845424,-0.38210153
288,0.244266855,-0.26375169,0.15178853,-0.132852946
289,0.215620633,-0.279419503,0.135830389,-0.131085105
290,-0.142385123,-0.183937105,0.13334676,0.104694357
291,-0.119889409,-0.271520083,-0.718075078,-0.217691351
292,-0.363626441,-0.744178974,0.227047007,-0.132365297
293,-0.115093244,-0.263630753,0.729445359,0.262332643
294,-0.05818227,0.483549822,0.362874105,-0.055635939
295,0.252476866,-0.315662648,0.560479604,-0.07106458
296,-0.10521904,-0.24573436,0.710273304,0.242778683
297,-0.195324586,0.258677976,0.091506863,-0.127086505
298,-0.157990601,-0.23187153,0.258586562,-0.448978667
299,-0.118284637,0.023499243,0.125720691,-0.09433778
300,0.151973525,0.322243309,0.002666038,-0.112984429
301,0.530414914,0.446705694,0.033879238,-0.342504261
302,-0.10365139,0.251334839,0.45988867,-0.07366571
303,0.015986622,0.369167417,0.100393427,-0.094374263
304,0.415619742,-0.530678939,-0.278156651,-0.283596414
305,-0.031861331,-0.055440499,0.349181749,-0.131844185
306,0.235439967,-0.116458283,0.732989617,-0.230168316
307,-0.183808249,-0.18717508,-0.655903781,-0.182455656
308,-0.192748401,-0.14579317,-0.665625796,-0.195106351
309,0.430614946,-0.338180896,0.352000744,-0.176534835
310,0.041346935,0.334357889,0.090980959,-0.074657257
311,-0.668389788,-0.383045185,0.169716327,0.337556883
312,0.106743922,-0.250559915,0.513136391,0.056985711
313,-0.16826917,-0.186743193,-0.769629,-0.213973041
314,0.02788048,0.351673509,0.083367617,-0.075006071
315,-0.211626479,-0.151823605,-0.687160459,-0.235444495
316,-0.243074163,-0.135538801,-0.726147893,-0.250388735
317,-0.254274612,-0.323129105,1.168116464,-0.649143041
318,0.139953592,0.393688032,-0.137822696,0.080839477
319,0.032720948,-0.213350936,0.395795812,-0.296688433
320,-0.156956072,-0.21966637,0.207785062,-0.2034124
321,-0.197242249,-0.13014604,-0.74790456,-0.20120163
322,-0.104561051,0.351798601,-0.080944284,0.331986822
323,0.314378564,-0.072303352,0.27136683,0.387385578
324,-0.116792868,0.253545097,0.421348397,-0.068201677
325,-0.150301314,-0.203379748,0.231201441,-0.427275818
326,-0.242439836,0.156303718,0.141667917,-0.454774478
327,-0.190641157,-0.172266649,-0.683956641,-0.167205254
328,-0.19838136,-0.211463773,-0.758989859,-0.19745305
329,0.175266235,-0.264093939,0.155564131,-0.158064976
330,0.378836325,-0.057579318,0.037597196,-0.28594115
331,0.50427782,0.460331167,0.020061561,-0.315279588
332,-0.096176216,0.205449863,0.328591677,-0.049982185
333,-0.160482334,0.324405269,0.373877381,-0.16040123
334,0.416387944,0.109866318,-0.029701044,0.461572591
335,-0.052847092,-0.124880466,0.148660343,-0.208586066
336,-0.108603388,-0.28104494,-0.766439624,-0.18970586
337,-0.117226101,0.026107934,0.109213061,-0.079710064
338,-0.240269117,-0.26404569,0.230234815,-0.212483054
339,-0.153734352,-0.487982745,0.815261625,-1.014731478
340,0.460083514,-0.001763057,-0.189541998,0.202485154
341,-0.191187774,0.385241174,0.573889089,-0.109691457
342,-0.206896225,0.447007877,-0.135498629,0.21534532
343,0.553033351,0.745741646,-0.08013147,-0.14525836
344,0.128776707,-0.303392164,0.201936864,-0.182951875
345,-0.218963092,-0.133504148,-0.66497574,-0.256368413
346,0.460275751,-0.010655517,-0.285282719,0.181260978
347,0.450694904,-0.005781464,-0.258436113,0.180323602
348,-0.175096079,-0.146720585,-0.738022899,-0.185103212
349,-0.092908046,0.472943697,0.18725694,0.105358696
350,0.537566634,0.46914351,0.034628394,-0.404627599
351,-0.014988171,-0.02710457,0.442388339,0.222246718
352,-0.166170476,-0.152367199,-0.649547114,-0.178929673
353,-0.112576604,0.367538144,-0.070729662,0.30062858
354,-0.218675988,-0.254492808,-0.615518541,-0.268117192
355,-0.257625171,-0.143812453,-0.696117836,-0.213702134
356,0.178921912,0.414683266,0.144956869,0.180638595
357,-0.124124401,0.032036213,0.135343287,-0.090169536
358,-0.144015664,-0.144833702,1.177347751,-0.474266007
359,-0.133672155,-0.134325362,1.217017917,-0.516844785
360,0.346484941,0.078357316,-0.024172745,-0.069958588
361,0.115686852,-0.176214708,-0.12073839,0.132214077
362,0.497887917,0.46799039,0.012172756,-0.340494728
363,-0.203395345,-0.146472798,-0.613774676,-0.246426173
364,-0.134163684,0.020848801,0.105010574,-0.096820611
365,-0.200961684,-0.169641824,-0.66839635,-0.179672683
366,0.468611065,0.016165415,-0.258493499,0.185114371
367,-0.23169717,-0.26612086,1.251281095,-0.630930249
368,-0.051812995,-0.088707741,1.015021999,0.411464862
369,-0.071617245,0.165586713,0.743810442,0.128032945
370,-0.149056282,-0.178985409,1.386199334,-0.951644794
371,0.033484407,-0.097274348,0.834443258,0.16011746
372,-0.153358417,-0.308279383,-0.921880936,-0.210969597
373,0.405465862,0.020965746,-0.246362503,0.156341351
374,0.290597333,-0.113114115,0.086161792,-0.110765735
375,-0.120014431,0.015687838,0.097555545,-0.081576951
376,-0.223611153,-0.25874559,-0.635208094,-0.25887678
377,0.253529692,-0.3921892,0.343527926,0.070015394
378,-0.167404052,0.468879886,0.045016865,0.042404419
379,-0.177292231,0.36192499,0.558358228,-0.111692818
380,-0.207244717,-0.246002623,-0.655248986,-0.256427101
381,0.097207032,-0.314390167,0.554177925,-0.664664785
382,-0.008875557,0.00166471,0.012264912,-0.001124245
383,-0.071238153,-0.435276018,0.873435339,-1.036034323
384,0.17923537,-0.308217625,0.115650695,-0.135360549
385,-0.08195488,-0.032847799,-0.018493804,0.119041278
386,0.216533358,-0.272731596,-0.1295178,0.046331588
387,-0.115322475,-0.288386886,-0.767516241,-0.210216194
388,0.306431805,0.090165026,-0.028987225,-0.061846077
389,-0.046662048,-0.237514109,0.493194061,-0.084775278
390,-0.147145341,-0.190484796,0.856163183,0.20988769
391,0.031959342,0.370782965,0.100552693,-0.083533089
392,0.362477492,-0.061012986,0.050812658,-0.300923398
393,0.339005526,-0.009672209,0.342095724,0.347952963
394,-0.131337606,0.025370306,0.118407944,-0.102805062
395,-0.161849369,-0.219449403,0.268607087,-0.444296923
396,-0.094802509,-0.400025165,1.043007195,-1.067769308
397,-0.138589393,0.015780193,0.131354967,-0.108134536
398,0.016069777,0.358894879,0.098793281,-0.075225901
399,-0.593831561,-0.185721398,0.145158899,-0.044631748
400,-0.34143633,-0.678785697,0.217404247,-0.132824926
401,0.241343071,-0.108517475,0.088140606,-0.102313633
402,0.153696617,0.35324969,0.005497511,-0.056231372
403,0.246549991,-0.492345534,0.362377538,-0.041005074
404,0.080661122,-0.341223966,0.548960629,-0.686475925
405,-0.149646651,-0.184881808,0.234295977,-0.434015379
406,-0.216603673,0.256078235,0.160970198,0.1827534
407,-0.239714388,-0.030818172,-0.201949896,-0.065703095
408,-0.106567196,0.027714814,0.11887729,-0.084989447
409,-0.179439171,0.382541103,-0.541764342,0.765695934
410,-0.187271209,-0.203690685,0.268151456,-0.433517898
411,0.016717397,0.339498711,0.084194332,-0.087144541
412,0.184404064,-0.090862927,0.209492168,-0.630675968
413,-0.349007363,-0.815444833,0.275040634,-0.12953011
414,0.217024763,-0.28469474,0.132830559,-0.15111151
415,-0.108097215,-0.106865237,0.239360936,0.115742539
416,-0.102081065,-0.287777391,0.731453955,-0.362491216
417,0.299181406,-0.116377457,0.085340115,-0.116020661
418,-0.215916423,0.253145695,0.169814599,0.184870857
419,-0.197781869,-0.18998732,0.22757647,-0.423479419
420,-0.163676457,-0.213489054,0.258038459,-0.456318119
421,-0.215832789,0.181238296,0.141048744,0.165994274
422,0.160582519,0.324595875,0.002231758,-0.111174341
423,0.461894744,-0.014808472,-0.218181583,0.207589653
424,-0.207979846,0.273401071,0.173304523,0.221151246
425,0.327853082,-0.043584031,0.291195849,0.411134913
426,0.207127667,-0.25569261,-0.110221,0.049340562
427,-0.300047581,0.23758133,-0.025041,0.081187133
428,-0.065629391,-0.109138379,0.105945689,-0.202301523
429,-0.13841037,0.030808849,0.124256583,-0.107352885
430,-0.117517003,-0.180492095,0.241895496,-0.427788457
431,0.235039329,0.172711536,0.019834229,-0.074142974
432,-0.084118477,-0.427661458,0.903598513,-0.987984538
433,0.060538159,0.2183529,0.016796679,0.300321118
434,0.403353496,-0.503154687,-0.232586577,-0.278829641
435,0.160991734,-0.173222165,0.18524689,-0.149085927
436,0.115361846,-0.383129145,0.023140358,-0.118014871
437,0.214530124,-0.229721153,0.20934294,-0.090795706
438,0.517755609,0.662222257,-0.05661281,-0.027461255
439,0.086227488,-0.386473492,0.378294465,-0.158343371
440,-0.115861327,-0.12386304,-0.543507272,-0.099993378
441,-0.144435852,-0.191870129,0.26395289,-0.430378481
442,-0.130116468,0.02072639,0.133194076,-0.094206579
443,-0.185550616,0.298094249,0.301906361,-0.182303233
444,-0.1554164,-0.211363736,0.238186768,-0.458487355
445,-0.138358021,-0.220390599,0.252586353,-0.427853627
446,0.234764807,0.142707159,0.026318668,-0.089019375
447,-0.052374719,0.304399224,0.339259985,0.038671814
448,0.269572573,-0.439904318,0.36191631,-0.003226865
449,-0.116783381,0.009680619,0.100753961,-0.07134071
450,-0.19401704,-0.197243579,0.270883631,-0.433843376
451,-0.082887242,-0.151389464,1.278072779,-0.523720942
452,-0.062749395,-0.275923537,1.147995871,-0.983103427
453,0.200484424,-0.281795748,0.135181338,-0.137315779
454,-0.136332487,0.02535396,0.139329792,-0.102256416
455,0.2619778,-0.258583127,0.16502055,-0.135144828
456,-0.220346595,0.269403452,0.161870068,0.164076258
457,-0.216166925,-0.299256212,-0.6643377,-0.226022187
458,-0.14512536,0.037421218,0.139611887,-0.119009148
459,0.096442843,-0.132785877,-0.096406845,0.107349251
460,0.050966895,-0.356143582,0.543443126,-0.678132787
461,-0.106684195,-0.1049625,1.367563149,-0.795620739
462,0.145734914,0.328057611,0.010882057,-0.088351333
463,0.205408429,-0.257005606,0.153393341,-0.148046341
464,-0.138315622,0.020497921,0.155099617,-0.096122614
465,0.069646597,0.118813398,0.001553259,0.191981595
466,0.138797842,0.308251133,-0.011847084,-0.097472481
467,0.276533042,0.111604351,-0.004029889,-0.074930067
468,-0.131253326,0.023607225,0.120709712,-0.095660929
469,0.18858158,-0.294177653,0.125895761,-0.128638658
470,-0.200550635,-0.205882638,0.251335612,-0.426517654
471,-0.172671763,0.36312987,-0.497600412,0.728117243
472,-0.20542571,-0.310543071,1.245331445,-0.893242033
473,0.230742774,-0.275535737,0.139871579,-0.114404701
474,0.158501085,0.387052941,0.126792838,0.158016381
475,-0.217645145,0.259416,0.179112711,0.197723345
476,0.03223543,-0.448688795,-0.007217468,0.202310944
477,0.261891395,-0.460936768,0.359249278,-0.017727658
478,0.262417189,0.373201268,-0.045210317,-0.032992741
479,0.271936767,-0.114083174,0.089944038,-0.107173222
480,0.233332663,-0.282537065,0.151522614,-0.142458299
481,-0.192262456,-0.091000079,-0.624604232,-0.103415893
482,-0.208483671,-0.245488743,0.251793191,-0.202518394
483,-0.216453834,0.18737498,0.143938334,0.133580712
484,0.276249841,-0.116379964,0.093891491,-0.116605087
485,0.248071409,-0.397139746,0.319468706,0.050625188
486,0.13055359,0.3530403,-0.002738187,-0.083557398
487,0.159597884,0.017394268,0.031426915,0.27621692
488,-0.184181711,0.371774152,-0.510529288,0.75148173
489,-0.116931795,0.021976648,0.102191145,-0.081251297
490,0.32238974,-0.05683974,0.280598575,0.403485873
491,0.141220899,0.301202553,0.003142859,-0.081371301
492,-0.406430793,-0.834909761,0.248230266,-0.193338795
493,-0.176462335,0.361759116,-0.514586543,0.725408779
494,-0.173431573,-0.193505615,0.246023153,-0.423902893
495,-0.120772244,-0.155908554,1.253752996,-0.583792795
